codigo,fecha,stock_actual,agotado_30d,clase,stock_inicial,consumo_promedio,consumo_minimo,consumo_maximo,reposicion_promedio,frecuencia_movimiento,probabilidad_agotamiento
7787.0,2026-12-01,0,0,0,11,2.0,1,5,3,0.2083,0.22331887988533938
786150.0,2026-12-01,34,1,0,67,7.5,1,57,22,0.2222,0.9704373142985117
778658.0,2026-12-01,37,0,1,50,1.0,1,1,25,0.0278,0.0
784758.0,2026-12-01,14,0,2,23,2.0,1,3,1,0.0694,0.002039045943723275
778315.0,2026-12-01,36,0,2,38,1.0,1,1,1,0.125,0.0006412946642726935
167855.0,2026-12-01,11,0,1,15,1.0,1,1,0,0.0139,0.0
778350.0,2026-12-01,37,0,3,37,0.0,0,0,0,0.0,0.0
779940.0,2026-12-01,0,0,0,71,2.35,1,9,11,0.4583,0.043083009851871926
778506.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
166742.0,2026-12-01,9,0,1,17,1.0,1,1,0,0.0417,0.0
786085.0,2026-12-01,0,1,2,32,6.25,1,20,9,0.125,0.1675857156615615
784778.0,2026-12-01,0,0,2,54,5.83,1,30,21,0.125,0.4349100603684674
779818.0,2026-12-01,11,0,1,18,1.5,1,2,0,0.0278,2.5592890123667115e-05
168107.0,2026-12-01,118,0,2,205,1.2,1,2,48,0.1806,0.00011407069686498848
779787.0,2026-12-01,0,0,0,43,1.75,1,8,7,0.3194,0.018469553385679228
778534.0,2026-12-01,22,0,1,29,1.0,1,1,4,0.0278,0.0
786067.0,2026-12-01,0,0,0,47,5.29,1,29,8,0.2083,0.5743148521156705
784883.0,2026-12-01,4,1,2,27,2.0,1,4,3,0.1111,0.8724491745214209
779782.0,2026-12-01,29,1,0,115,2.1,1,9,21,0.3889,0.924857998945925
778600.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
785996.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784921.0,2026-12-01,29,1,0,39,4.2,1,27,8,0.3472,0.9881614727351549
7497.0,2026-12-01,10,0,1,22,1.0,1,1,1,0.0278,0.0
786271.0,2026-12-01,17,0,1,26,1.0,1,1,0,0.0278,0.0
168238.0,2026-12-01,63,0,0,74,1.82,1,8,5,0.2083,0.10775673594954015
786591.0,2026-12-01,0,0,2,16,4.5,1,13,5,0.1944,0.7858226200561218
7871.0,2026-12-01,13,1,0,92,2.67,1,14,14,0.6111,0.9861281930889821
7254.0,2026-12-01,17,0,1,21,1.0,1,1,1,0.0278,0.0
784489.0,2026-12-01,0,1,0,152,6.64,1,98,18,0.7083,0.846803910937019
7207.0,2026-12-01,0,0,0,27,1.69,1,5,6,0.2778,0.0655100082693138
781879.0,2026-12-01,0,0,1,12,4.0,4,4,2,0.0417,0.00019559902200488998
6883.0,2026-12-01,6,1,0,28,1.71,1,4,2,0.3056,0.9535042355440634
167766.0,2026-12-01,29,0,1,28,1.5,1,2,15,0.0417,0.0
6980.0,2026-12-01,22,0,2,23,1.33,1,2,4,0.1389,0.010368038702372044
786721.0,2026-12-01,15,0,1,17,3.0,3,3,1,0.0278,0.0005795054579801117
781924.0,2026-12-01,26,0,3,26,0.0,0,0,0,0.0,0.0
167770.0,2026-12-01,29,0,1,43,1.5,1,2,31,0.0417,0.0
7158.0,2026-12-01,10,1,2,15,2.67,1,6,5,0.1528,0.7867635955011244
188715.0,2026-12-01,71,0,0,83,2.63,1,13,10,0.4167,0.44649629696339566
786804.0,2026-12-01,0,0,1,11,2.0,2,2,1,0.0278,0.05264988389579223
7826.0,2026-12-01,20,0,2,18,1.0,1,1,1,0.0694,0.0
784543.0,2026-12-01,4,1,0,63,6.38,1,40,14,0.2083,0.9876172701325833
166547.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
7823.0,2026-12-01,0,0,2,6,1.88,1,7,2,0.1528,0.4622933280876811
6895.0,2026-12-01,16,0,2,28,1.17,1,2,3,0.125,0.007439026564770436
786803.0,2026-12-01,2,1,1,8,2.0,2,2,0,0.0139,0.12709658062906473
168207.0,2026-12-01,2,1,1,17,3.0,3,3,0,0.0139,0.21502075355437678
781928.0,2026-12-01,20,0,1,25,1.0,1,1,0,0.0139,0.0
6987.0,2026-12-01,2,1,2,32,2.0,1,3,12,0.0694,0.7589602047947025
784494.0,2026-12-01,21,1,0,43,3.62,1,26,11,0.2778,0.9941929490355227
6933.0,2026-12-01,0,0,0,38,1.47,1,6,7,0.3889,0.10427546089233924
167753.0,2026-12-01,24,0,1,30,1.0,1,1,17,0.0278,0.0
786733.0,2026-12-01,15,0,1,23,1.0,1,1,0,0.0278,0.0
784632.0,2026-12-01,0,0,0,12,2.46,1,7,2,0.4861,0.45280517001837794
782283.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784405.0,2026-12-01,0,1,0,113,5.25,1,72,25,0.3611,0.8512884862771213
168199.0,2026-12-01,124,0,2,187,1.2,1,2,74,0.0972,0.000217896592644286
7261.0,2026-12-01,2,0,1,22,1.0,1,1,0,0.0417,0.0
166296.0,2026-12-01,9,0,2,12,1.5,1,2,4,0.0556,0.017080664680103008
2023614.0,2026-12-01,11,0,1,11,2.0,2,2,0,0.0417,0.0
9402.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
6656.0,2026-12-01,156,1,0,207,3.0,1,13,5,0.6944,0.6506512931850539
781756.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
786532.0,2026-12-01,21,0,1,35,1.0,1,1,1,0.0417,0.0
781646.0,2026-12-01,14,0,1,17,1.0,1,1,0,0.0139,0.0
6678.0,2026-12-01,1,0,3,0,0.0,0,0,0,0.0,0.0
784650.0,2026-12-01,0,1,0,16,3.11,1,27,7,0.5139,0.8207152605799197
